brand,skucode,upc,Final Desc,wholesale_price,retail_price
DR TUNG'S PRODUCTS,UG0001,019373911219,Dr. Tung's Tongue Cleaner 1 ct,4.49,7.49
DR TUNG'S PRODUCTS,UG0008,019373821013,Ionic Toothbrush System 1 ct,17.37,28.95
DR TUNG'S PRODUCTS,UG0009,019373821228,Ionic Toothbrush Replacement Heads 2 ct,7.17,11.95
DR TUNG'S PRODUCTS,UG0004,019373952557,Kids Snap-On Toothbrush Sanitizer 2 ct,3.27,5.45
DR TUNG'S PRODUCTS,UG0007,019373821501,Rejuv for Gums-Gum Therapy 1 oz,9.57,15.95
DR TUNG'S PRODUCTS,UG0002,019373711215,Smart Floss 30 yard,2.85,4.75
DR. BRONNER'S MAGIC SOAPS,DB8110,018787111123,Organic Hand Sanitizer Lavender 12 pc,35.88,4.99
DR. BRONNER'S MAGIC SOAPS,DB8109,018787110102,Organic Lip Balm Display 48 pc,86.4,0
DR. BRONNER'S MAGIC SOAPS,DB8054,018787110119,Organic Soap Mixed Display 152 pc,462.72,0
DR. BRONNER'S MAGIC SOAPS,DB0102,018787970010,Hair Conditioning Rinse Citrus 8 oz,5.99,9.99
DR. BRONNER'S MAGIC SOAPS,DB0104,018787980026,Hair Creme Peppermint 6 oz,4.79,7.99
DR. BRONNER'S MAGIC SOAPS,DB0103,018787980019,Hair Style Creme Lavender/Coconut 6 oz,4.79,7.99
DR. BRONNER'S MAGIC SOAPS,DB0081,018787960011,Organic Body Soap Lavender 24 oz,10.79,17.99
DR. BRONNER'S MAGIC SOAPS,DB0085,018787960059,Organic Body Soap Lemongrass Lime 24 oz,10.79,17.99
DR. BRONNER'S MAGIC SOAPS,DB0084,018787960042,Organic Body Soap Naked Unscented 24 oz,10.79,17.99
DR. BRONNER'S MAGIC SOAPS,DB0082,018787960028,Organic Body Soap Spearmint Peppermint 24 oz,10.79,17.99
DR. BRONNER'S MAGIC SOAPS,DB0083,018787960035,Organic Body Soap Tea Tree 24 oz,10.79,17.99
DR. BRONNER'S MAGIC SOAPS,DB0021,018787781050,Organic Castile Bar Soap Almond 5 oz,2.81,4.69
DR. BRONNER'S MAGIC SOAPS,DB0024,018787782057,Organic Castile Bar Soap Baby Mild 5 oz,2.81,4.69
DR. BRONNER'S MAGIC SOAPS,DB0033,018787787052,Organic Pure Citrus Bar Soap Orange 5 oz,2.81,4.69
DR. BRONNER'S MAGIC SOAPS,DB0027,018787783054,Organic Castile Bar Soap Eucalyptus 5 oz,2.81,4.69
DR. BRONNER'S MAGIC SOAPS,DB0030,018787784051,Organic Castile Bar Soap Lavender 5 oz,2.81,4.69
DR. BRONNER'S MAGIC SOAPS,DB0034,018787785058,Organic Castile Bar Soap Peppermint 5 oz,2.81,4.69
DR. BRONNER'S MAGIC SOAPS,DB0037,018787788059,Organic Castile Bar Soap Rose 5 oz,2.81,4.69
DR. BRONNER'S MAGIC SOAPS,DB0038,018787786055,Organic Castile Bar Soap Tea Tree 5 oz,2.81,4.69
DR. BRONNER'S MAGIC SOAPS,DB0007,018787761168,Organic Castile Liquid Soap Almond 16 oz,6.59,10.99
DR. BRONNER'S MAGIC SOAPS,DB0009,018787761656,Organic Castile Liquid Soap Almond 1 gal,38.39,63.99
DR. BRONNER'S MAGIC SOAPS,DB0067,018787771020,Organic Castile Liquid Soap Almond 2 oz,1.91,3.19
DR. BRONNER'S MAGIC SOAPS,DB0023,018787771327,Organic Castile Liquid Soap Almond 32 oz,10.79,17.99
DR. BRONNER'S MAGIC SOAPS,DB0006,018787761045,Organic Castile Liquid Soap Almond 4 oz,2.69,4.49
DR. BRONNER'S MAGIC SOAPS,DB0010,018787761663,Organic Castile Liquid Soap Almond 5 gal,197.99,329.99
DR. BRONNER'S MAGIC SOAPS,DB0022,018787771082,Organic Castile Liquid Soap Almond 8 oz,4.01,6.69
DR. BRONNER'S MAGIC SOAPS,DB0002,018787762165,Organic Castile Liquid Soap Baby Mild 16 oz,6.59,10.99
DR. BRONNER'S MAGIC SOAPS,DB0004,018787762653,Organic Castile Liquid Soap Baby Mild 1 gal,38.39,63.99
DR. BRONNER'S MAGIC SOAPS,DB0068,018787772027,Organic Castile Liquid Soap Baby Mild 2 oz,1.91,3.19
DR. BRONNER'S MAGIC SOAPS,DB0026,018787772324,Organic Castile Liquid Soap Baby Mild 32 oz,10.79,17.99
DR. BRONNER'S MAGIC SOAPS,DB0001,018787762042,Organic Castile Liquid Soap Baby Mild 4 oz,2.69,4.49
DR. BRONNER'S MAGIC SOAPS,DB0005,018787762660,Organic Castile Liquid Soap Baby Mild 5 gal,197.99,329.99
DR. BRONNER'S MAGIC SOAPS,DB0025,018787772089,Organic Castile Liquid Soap Baby Mild 8 oz,4.01,6.69
DR. BRONNER'S MAGIC SOAPS,DB0088,018787777169,Organic Castile Liquid Soap Citrus Orange 16 oz,6.59,10.99
DR. BRONNER'S MAGIC SOAPS,DB0090,018787777657,Organic Castile Liquid Soap Citrus Orange 1 gal,38.39,63.99
DR. BRONNER'S MAGIC SOAPS,DB0086,018787777022,Organic Castile Liquid Soap Citrus Orange 2 oz,1.91,3.19
DR. BRONNER'S MAGIC SOAPS,DB0089,018787777329,Organic Castile Liquid Soap Citrus Orange 32 oz,10.79,17.99
DR. BRONNER'S MAGIC SOAPS,DB0087,018787777084,Organic Castile Liquid Soap Citrus Orange 8 oz,4.01,6.69
DR. BRONNER'S MAGIC SOAPS,DB0012,018787763162,Organic Castile Liquid Soap Eucalyptus 16 oz,6.59,10.99
DR. BRONNER'S MAGIC SOAPS,DB0014,018787763650,Organic Castile Liquid Soap Eucalyptus 1 gal,38.39,63.99
DR. BRONNER'S MAGIC SOAPS,DB0069,018787773024,Organic Castile Liquid Soap Eucalyptus 2 oz,1.91,3.19
DR. BRONNER'S MAGIC SOAPS,DB0029,018787773321,Organic Castile Liquid Soap Eucalyptus 32 oz,10.79,17.99
DR. BRONNER'S MAGIC SOAPS,DB0011,018787763049,Organic Castile Liquid Soap Eucalyptus 4 oz,2.69,4.49
DR. BRONNER'S MAGIC SOAPS,DB0015,018787763667,Organic Castile Liquid Soap Eucalyptus 5 gal,197.99,329.99
DR. BRONNER'S MAGIC SOAPS,DB0028,018787773086,Organic Castile Liquid Soap Eucalyptus 8 oz,4.01,6.69
DR. BRONNER'S MAGIC SOAPS,DB0017,018787764169,Organic Castile Liquid Soap Lavender 16 oz,6.59,10.99
DR. BRONNER'S MAGIC SOAPS,DB0019,018787764657,Organic Castile Liquid Soap Lavender 1 gal,38.39,63.99
DR. BRONNER'S MAGIC SOAPS,DB0070,018787774021,Organic Castile Liquid Soap Lavender 2 oz,1.91,3.19
DR. BRONNER'S MAGIC SOAPS,DB0032,018787774328,Organic Castile Liquid Soap Lavender 32 oz,10.79,17.99
DR. BRONNER'S MAGIC SOAPS,DB0016,018787764046,Organic Castile Liquid Soap Lavender 4 oz,2.69,4.49
DR. BRONNER'S MAGIC SOAPS,DB0020,018787764664,Organic Castile Liquid Soap Lavender 5 gal,197.99,329.99
DR. BRONNER'S MAGIC SOAPS,DB0031,018787774083,Organic Castile Liquid Soap Lavender 8 oz,4.01,6.69
DR. BRONNER'S MAGIC SOAPS,DB0044,018787765654,Organic Castile Liquid Soap Peppermint 1 gal,38.39,63.99
DR. BRONNER'S MAGIC SOAPS,DB0071,018787775028,Organic Castile Liquid Soap Peppermint 2 oz,1.91,3.19
DR. BRONNER'S MAGIC SOAPS,DB0036,018787775325,Organic Castile Liquid Soap Peppermint 32 oz,10.79,17.99
DR. BRONNER'S MAGIC SOAPS,DB0041,018787765043,Organic Castile Liquid Soap Peppermint 4 oz,2.69,4.49
DR. BRONNER'S MAGIC SOAPS,DB0045,018787765661,Organic Castile Liquid Soap Peppermint 5 gal,197.99,329.99
DR. BRONNER'S MAGIC SOAPS,DB0043,018787765647,Organic Castile Liquid Soap Peppermint 64 oz,20.09,33.49
DR. BRONNER'S MAGIC SOAPS,DB0035,018787775080,Organic Castile Liquid Soap Peppermint 8 oz,4.01,6.69
DR. BRONNER'S MAGIC SOAPS,DB0042,018787765166,Organic Castile Liquid Soap Peppermint 16 oz,6.59,10.99
DR. BRONNER'S MAGIC SOAPS,DB0093,018787778166,Organic Castile Liquid Soap Rose 16 oz,6.59,10.99
DR. BRONNER'S MAGIC SOAPS,DB0095,018787778654,Organic Castile Liquid Soap Rose 1 gal,38.39,63.99
DR. BRONNER'S MAGIC SOAPS,DB0091,018787778029,Organic Castile Liquid Soap Rose 2 oz,1.91,3.19
DR. BRONNER'S MAGIC SOAPS,DB0094,018787778326,Organic Castile Liquid Soap Rose 32 oz,10.79,17.99
DR. BRONNER'S MAGIC SOAPS,DB0092,018787778081,Organic Castile Liquid Soap Rose 8 oz,4.01,6.69
DR. BRONNER'S MAGIC SOAPS,DB0050,018787769164,Organic Castile Liquid Soap Tea Tree 16 oz,6.59,10.99
DR. BRONNER'S MAGIC SOAPS,DB0052,018787769652,Organic Castile Liquid Soap Tea Tree 1 gal,38.39,63.99
DR. BRONNER'S MAGIC SOAPS,DB0072,018787776025,Organic Castile Liquid Soap Tea Tree 2 oz,1.91,3.19
DR. BRONNER'S MAGIC SOAPS,DB0040,018787776322,Organic Castile Liquid Soap Tea Tree 32 oz,10.79,17.99
DR. BRONNER'S MAGIC SOAPS,DB0049,018787769041,Organic Castile Liquid Soap Tea Tree 4 oz,2.69,4.49
DR. BRONNER'S MAGIC SOAPS,DB0053,018787769669,Organic Castile Liquid Soap Tea Tree 5 gal,197.99,329.99
DR. BRONNER'S MAGIC SOAPS,DB0039,018787776087,Organic Castile Liquid Soap Tea Tree 8 oz,4.01,6.69
DR. BRONNER'S MAGIC SOAPS,DB0105,018787950012,Organic Liquid Hand Soap Lavender 12 oz,5.99,9.99
DR. BRONNER'S MAGIC SOAPS,DB0108,018787950050,Organic Liquid Hand Soap Lemongrass & Lime 12 oz,5.99,9.99
DR. BRONNER'S MAGIC SOAPS,DB0107,018787950036,Organic Liquid Hand Soap Tea Tree 12 oz,5.99,9.99
DR. BRONNER'S MAGIC SOAPS,DB0109,018787950043,Organic Shikakai Baby Liquid Soap Unscented 12 oz,5.99,9.99
DR. BRONNER'S MAGIC SOAPS,DB0106,018787950029,Organic Liquid Soap Spearmint & Peppermint 12 oz,5.99,9.99
DR. BRONNER'S MAGIC SOAPS,DB0097,018787940013,Organic Shaving Gel Lavender 7 oz,5.39,8.99
DR. BRONNER'S MAGIC SOAPS,DB0101,018787940051,Organic Shaving Gel Lemon Grass Lime 7 oz,5.39,8.99
DR. BRONNER'S MAGIC SOAPS,DB0100,018787940044,Organic Shaving Gel Naked Unscented 7 oz,5.39,8.99
DR. BRONNER'S MAGIC SOAPS,DB0098,018787940020,Organic Shaving Gel Spearmint Peppermint 7 oz,5.39,8.99
DR. BRONNER'S MAGIC SOAPS,DB0099,018787940037,Organic Shaving Gel Tea Tree 7 oz,5.39,8.99
DR. BRONNER'S MAGIC SOAPS,DB0046,018787766316,Sal Suds All Purpose Liquid Cleaner 16 oz,6,10
DR. BRONNER'S MAGIC SOAPS,DB0048,018787766651,Sal Suds All Purpose Liquid Cleaner 1 gal,30,44.99
DR. BRONNER'S MAGIC SOAPS,DB0047,018787766323,Sal Suds All Purpose Liquid Cleaner 32 oz,9.33,14.45
DR. BRONNER'S MAGIC SOAPS,DB0077,018787920039,Sun Dog's Organic Lip Balm Lemon Lime 0.15 oz,1.79,2.99
DR. BRONNER'S MAGIC SOAPS,DB0096,018787910054,Sun Dog's Organic Baby Balm Unscented 0.5 oz,2.99,4.99
DR. BRONNER'S MAGIC SOAPS,DB0073,018787910047,Sun Dog's Organic Body/Tattoo Balm Naked 0.5 oz,2.99,4.99
DR. BRONNER'S MAGIC SOAPS,DB0074,018787910016,Sun Dog's Organic Body/Tattoo Balm Orange Lavender 0.5 oz,2.99,4.99
DR. BRONNER'S MAGIC SOAPS,DB0075,018787910030,Sun Dog's Organic Body/Tattoo Balm Patchouli Lime 0.5 oz,2.99,4.99
DR. BRONNER'S MAGIC SOAPS,DB0076,018787910023,Sun Dog's Organic Body/Tattoo Balm Peppermint 0.5 oz,2.99,4.99
DR. BRONNER'S MAGIC SOAPS,DB0078,018787920046,Sun Dog's Organic Lip Balm Naked 0.15 oz,1.79,2.99
DR. BRONNER'S MAGIC SOAPS,DB0080,018787920022,Sun Dog's Organic Lip Balm Peppermint 0.15 oz,1.79,2.99
DR. BRONNER'S MAGIC SOAPS,DB0079,018787920015,Sun Dog's Organic Lip Balm Orange Ginger 0.15 oz,1.79,2.99
DR. BRONNER'S MAGIC SOAPS,DB0066,018787930045,Sun Dog's Organic Lotion Lavender Coconut 8 oz,5.99,9.99
DR. BRONNER'S MAGIC SOAPS,DB0063,018787930014,Sun Dog's Organic Lotion Orange Lavender 8 oz,5.99,9.99
DR. BRONNER'S MAGIC SOAPS,DB0065,018787930038,Sun Dog's Organic Lotion Patchouli Lime 8 oz,5.99,9.99
DR. BRONNER'S MAGIC SOAPS,DB0064,018787930021,Sun Dog's Organic Lotion Peppermint 8 oz,5.99,9.99
DR. BRONNER'S MAGIC SOAPS,DB0110,018787505021,Virgin Coconut Oil White Kernel 14 oz,7.99,11.99
DR. BRONNER'S MAGIC SOAPS,DB0111,018787505014,Virgin Coconut Oil Whole Kernel 14 oz,7.99,11.99
DR. BRONNER'S MAGIC SOAPS,DB0113,018787505038,Virgin Coconut Oil Whole Kernel 30 oz,14.66,21.99
DR. DALE'S HOMEOPATHIC FORMULAS,WC0001,,Bladder - Irritation (Homeopathic) 1 oz,15.57,25.95
DR. DALE'S HOMEOPATHIC FORMULAS,WC0003,,Heart - Shock/Excessive Joy/Guilt (Homeopathic) 1 oz,15.57,19.95
DR. DALE'S HOMEOPATHIC FORMULAS,WC0012,,Male - Unresponsive (Homeopathic) 1 oz,15.57,25.95
DR. NEUZIL'S,UZ8001,738435876838,Irrigator Herbal Enhanced Nasal Cleansing Spray POS Display 12 pc,71.64,9.95
DR. NEUZIL'S,UZ0001,736211210517,Irrigator Herbal Enhanced Nasal Cleansing Spray 30 ml,5.97,9.95
DYNAMIC HEALTH LABORATORIES INC,DY0065,790223101256,100% Pure Organic Certified Tart Cherry Juice Concentrate 16 oz,10.71,17.99
DYNAMIC HEALTH LABORATORIES INC,DY0050,790223100624,Acai Gold 100% Organic 16 oz,12.79,22.99
DYNAMIC HEALTH LABORATORIES INC,DY0051,790223100587,Acai Gold 100% Organic 32 oz,22.54,39.99
DYNAMIC HEALTH LABORATORIES INC,DY0082,790223200058,African Bush Mango with Irvingia IGOB131-Weight Management Formula 60 capsule,11.99,19.99
DYNAMIC HEALTH LABORATORIES INC,DY0087,790223101775,Aloe Vera Gel Unflavored 32 oz,5.86,9.99
DYNAMIC HEALTH LABORATORIES INC,DY0083,790223200027,Apple Cider Vinegar Complete with Apple Pectin 90 capsule,10.65,17.79
DYNAMIC HEALTH LABORATORIES INC,DY0094,790223101904,"Apple Cider Vinegar with ""Mother"" 32 oz",5.4,8.99
DYNAMIC HEALTH LABORATORIES INC,DY0028,790223100341,Organic Apple Cider Vinegar w/Mother 16 oz,2.77,4.69
DYNAMIC HEALTH LABORATORIES INC,DY0001,790223100051,Apple Strawberry Acidophilus 16 oz,4.87,9.99
DYNAMIC HEALTH LABORATORIES INC,DY0002,790223100020,Black Cherry Acidophilus 16 oz,4.87,9.99
DYNAMIC HEALTH LABORATORIES INC,DY0004,790223100167,Black Cherry Concentrate 16 oz,7.1,14.99
DYNAMIC HEALTH LABORATORIES INC,DY0003,790223100310,Black Cherry Concentrate 8 oz,3.99,7.99
DYNAMIC HEALTH LABORATORIES INC,DY0045,790223100655,Blueberry Juice Concentrate 8 oz,8.37,15.49
DYNAMIC HEALTH LABORATORIES INC,DY0046,790223100662,Blueberry Juice Concentrate 16 oz,16.67,29.99
DYNAMIC HEALTH LABORATORIES INC,DY0070,790223101324,Calcium Magnesium Complex with Vitamin D3 orange Creamsicle Flavor 16 oz,7.14,14.99
DYNAMIC HEALTH LABORATORIES INC,DY0069,790223101317,Calcium Magnesium Complex with Vitamin D3-Pina Colada Flavor 16 oz,7.14,14.99
DYNAMIC HEALTH LABORATORIES INC,DY0052,790223100990,Camu Camu Juice Blend 32 oz,13.51,24.99
DYNAMIC HEALTH LABORATORIES INC,DY0067,790223101263,Cherry Lixir Juice Concentrate 16 oz,13.51,24.99
DYNAMIC HEALTH LABORATORIES INC,DY0005,790223100952,Chlorophyll w/Aloe Vera Juice 16 oz,6.2,12.49
DYNAMIC HEALTH LABORATORIES INC,DY0008,790223100150,Cranberry Concentrate 16 oz,15.79,26.49
DYNAMIC HEALTH LABORATORIES INC,DY0007,790223100303,Cranberry Concentrate 8 oz,7.92,14.99
DYNAMIC HEALTH LABORATORIES INC,DY0081,790223200034,Cranberry Complete with UTI Rose-Urinary Tract Formula 60 capsule,11.99,19.99
DYNAMIC HEALTH LABORATORIES INC,DY0009,790223100327,Elderberry Extract 8 oz,7.15,11.89
DYNAMIC HEALTH LABORATORIES INC,DY0010,790223100945,Fermented Papaya w/Vitamin C Plus Noni 16 oz,6.2,12.49
DYNAMIC HEALTH LABORATORIES INC,DY0104,790223102031,Garcinia Cambogia Extract Juice Blend 30 oz,16.53,29.99
DYNAMIC HEALTH LABORATORIES INC,DY0100,790223200232,Garcinia Cambogia Complete 90 capsule,14.99,19.99
DYNAMIC HEALTH LABORATORIES INC,DY0019,790223100792,Liquid Joint Elixir-Glucosamine Chondroitin 32 oz,16.53,32.99
DYNAMIC HEALTH LABORATORIES INC,DY0053,790223100716,Goji Gold 100% Organic 16 oz,12.79,22.99
DYNAMIC HEALTH LABORATORIES INC,DY0049,790223100709,Goji Gold 100% Organic 32 oz,22.54,39.99
DYNAMIC HEALTH LABORATORIES INC,DY0011,790223100860,Goji Juice 16 oz,9.78,16.99
DYNAMIC HEALTH LABORATORIES INC,DY0012,790223100877,Goji Juice 32 oz,13.52,24.99
DYNAMIC HEALTH LABORATORIES INC,DY0099,790223102048,Graviola Extract Juice Blend 16 oz,7.15,14.49
DYNAMIC HEALTH LABORATORIES INC,DY0105,790223102123,Graviola Gold 16 oz,12.78,22.99
DYNAMIC HEALTH LABORATORIES INC,DY0106,790223102116,Graviola Gold 32 oz,22.54,39.99
DYNAMIC HEALTH LABORATORIES INC,DY0095,790223200195,Green Coffee Bean Complete 60 capsule,14.99,29.99
DYNAMIC HEALTH LABORATORIES INC,DY0096,790223101942,Green Coffee Bean Extract Juice Blend 30 oz,16.53,29.99
DYNAMIC HEALTH LABORATORIES INC,DY0047,790223100693,Healthy Blend 16 oz,9.77,16.99
DYNAMIC HEALTH LABORATORIES INC,DY0048,790223100686,Healthy Blend 32 oz,13.51,24.99
DYNAMIC HEALTH LABORATORIES INC,DY0077,790223101720,African Bush Mango Juice Blend 32 oz,12.79,24.99
DYNAMIC HEALTH LABORATORIES INC,DY0084,790223200065,Konjac Complete-Weight Management Formula 90 capsule,11.99,19.99
DYNAMIC HEALTH LABORATORIES INC,DY0013,790223100464,L-Carnitine Plus Pantothenic Acid 16 oz,12.42,24.99
DYNAMIC HEALTH LABORATORIES INC,DY0014,790223100532,L-Carnitine w/CoQ-10 Plus L-Arginine 16 oz,15.49,31.99
DYNAMIC HEALTH LABORATORIES INC,DY0075,790223101584,Liquid Chlorophyll 100mg 16 oz,7.77,14.99
DYNAMIC HEALTH LABORATORIES INC,DY0015,790223100440,Liquid CoQ10 8 oz,16.92,32
DYNAMIC HEALTH LABORATORIES INC,DY0016,790223100501,Liquid Coral Calcium Complex 32 oz,12.01,24.99
DYNAMIC HEALTH LABORATORIES INC,DY0074,790223101348,"Liquid Vitamin D3 5,000 IU Cherry 16 oz",12.01,23.99
DYNAMIC HEALTH LABORATORIES INC,DY0080,790223101744,Liquid Joint Elixir Glucosamine-Chondroitin-MSM 32 oz,16.53,32.99
DYNAMIC HEALTH LABORATORIES INC,DY0020,790223100174,Mango Puree 16 oz,4.06,7.49
DYNAMIC HEALTH LABORATORIES INC,DY0054,790223100730,Mangosteen Gold 100% Pure 16 oz,12.79,22.99
DYNAMIC HEALTH LABORATORIES INC,DY0055,790223100723,Mangosteen Gold 100% Pure 32 oz,22.54,39.99
DYNAMIC HEALTH LABORATORIES INC,DY0021,790223100907,Mangosteen Juice 16 oz,9.77,16.99
DYNAMIC HEALTH LABORATORIES INC,DY0022,790223100891,Mangosteen Juice 32 oz,13.51,24.99
DYNAMIC HEALTH LABORATORIES INC,DY0063,790223101218,Maqui Plus Juice Blend 32 oz,14.66,29.99
DYNAMIC HEALTH LABORATORIES INC,DY0101,790223200256,"Moringa Complete 1,500mg 60 capsule",10.65,17.79
DYNAMIC HEALTH LABORATORIES INC,DY0023,790223100785,Multi-Vitamin for Children 8 oz,6.6,12.99
DYNAMIC HEALTH LABORATORIES INC,DY0024,790223100525,Natural Acai Juice Blend 32 oz,13.51,24.99
DYNAMIC HEALTH LABORATORIES INC,DY0085,790223200010,Noni (Morinda Citrifolia) From the South Pacific Islands 60 capsule,10.65,17.79
DYNAMIC HEALTH LABORATORIES INC,DY0102,790223200263,"Nopal Cactus Complete 1,500mg 60 capsule",10.65,17.79
DYNAMIC HEALTH LABORATORIES INC,DY0066,790223101270,Organic Aloe Vera Juice with Micro Pulp Unflavored 32 oz,6,10.49
DYNAMIC HEALTH LABORATORIES INC,DY0025,790223100822,Organic Aloe Vera Juice Cranberry Flavor 32 oz,5.49,9.49
DYNAMIC HEALTH LABORATORIES INC,DY0056,790223100839,Organic Aloe Vera Juice Lemon Lime 32 oz,5.49,9.49
DYNAMIC HEALTH LABORATORIES INC,DY0026,790223100778,Organic Aloe Vera Juice Orange-Mango Flavor 32 oz,5.49,9.49
DYNAMIC HEALTH LABORATORIES INC,DY0027,790223100754,Organic Aloe Vera Juice Unflavored 32 oz,5.49,9.49
DYNAMIC HEALTH LABORATORIES INC,DY0064,790223101249,Organic Certified Maqui Juice Blend 33.8 oz,16.91,32.99
DYNAMIC HEALTH LABORATORIES INC,DY0059,790223101133,Organic Certified Mangosteen Juice Blend 33.8 oz,16.53,29.99
DYNAMIC HEALTH LABORATORIES INC,DY0029,790223100808,Organic Noni Menopausal Formula for Women 32 oz,14.29,27.99
DYNAMIC HEALTH LABORATORIES INC,DY0030,790223100815,Organic Noni Vitality Formula for Men 32 oz,14.29,27.99
DYNAMIC HEALTH LABORATORIES INC,DY0032,790223100563,Organic Tahitian Noni Raspberry Flavor 16 oz,9.77,16.99
DYNAMIC HEALTH LABORATORIES INC,DY0033,790223100556,Organic Tahitian Noni Raspberry Flavor 32 oz,13.51,24.99
DYNAMIC HEALTH LABORATORIES INC,DY0091,790223101829,Organic Certified Nopal Gold-100% Pure Nopal Juice 32 oz,22.54,39.99
DYNAMIC HEALTH LABORATORIES INC,DY0076,790223101713,Organic Certified Beet Root Juice 32 oz,12.01,19.99
DYNAMIC HEALTH LABORATORIES INC,DY0061,790223101157,Organic Certified Brazilian Blast Tropical Tonic 32 oz,16.53,29.99
DYNAMIC HEALTH LABORATORIES INC,DY0060,790223101140,Organic Certified Yumberry Gold 32 oz,22.54,39.99
DYNAMIC HEALTH LABORATORIES INC,DY0031,790223100495,Organic Tahitian Noni 100% 32 oz,13.51,24.99
DYNAMIC HEALTH LABORATORIES INC,DY0078,790223100679,Organic Certified Sea Buckthorn Juice Blend 33.8 oz,15.01,29.99
DYNAMIC HEALTH LABORATORIES INC,DY0097,790223101928,Organic Certified Moringa Oleifera Juice Blend 33.8 oz,15.01,29.99
DYNAMIC HEALTH LABORATORIES INC,DY0088,790223101799,Organic Certified Baobab Juice Blend 33.8 oz,15.01,29.99
DYNAMIC HEALTH LABORATORIES INC,DY0090,790223101782,Organic Certified Nopal Juice Blend 33.8 oz,15.01,29.99
DYNAMIC HEALTH LABORATORIES INC,DY0057,790223101119,Organic Certified Acai Juice Blend 33.8 oz,16.53,39.99
DYNAMIC HEALTH LABORATORIES INC,DY0058,790223101126,Organic Certified Goji Juice Blend 33.8 oz,16.53,29.99
DYNAMIC HEALTH LABORATORIES INC,DY0089,790223101768,Organic Certified Kakadu Plum Juice Blend 33.8 oz,15.01,29.99
DYNAMIC HEALTH LABORATORIES INC,DY0079,790223101737,Organic Certified Lychee Juice Blend 33.8 oz,15.01,29.99
DYNAMIC HEALTH LABORATORIES INC,DY0092,790223101836,Organic Certified Sea Buckthorn Gold-100% Pure Sea Buckthorn Juice 32 oz,22.54,39.99
DYNAMIC HEALTH LABORATORIES INC,DY0034,790223100433,Pantothenic Acid Plus Vit C w/Rosehips & Bioflavonoids 8 oz,9.76,16.99
DYNAMIC HEALTH LABORATORIES INC,DY0035,790223100013,Papaya Acidophilus 16 oz,4.87,9.99
DYNAMIC HEALTH LABORATORIES INC,DY0036,790223100181,Papaya Puree 16 oz,4.06,7.49
DYNAMIC HEALTH LABORATORIES INC,DY0038,790223100235,Pomegranate Concentrate 16 oz,11.89,19.99
DYNAMIC HEALTH LABORATORIES INC,DY0037,790223100334,Pomegranate Concentrate 8 oz,5.94,9.99
DYNAMIC HEALTH LABORATORIES INC,DY0103,790223200249,Pounds Away w/Garcinia Cambogia 90 capsule,14.66,25.99
DYNAMIC HEALTH LABORATORIES INC,DY0039,790223100631,Pounds Away! With Hoodia Liquid Diet 32 oz,14.66,25.99
DYNAMIC HEALTH LABORATORIES INC,DY0093,790223200171,Raspberry Ketones Complete-Weight Management Formula 60 cap vegi,11.99,19.99
DYNAMIC HEALTH LABORATORIES INC,DY0098,790223200201,"Red Palm Oil Complete 1,000mg 90 softgel",12.49,24.95
DYNAMIC HEALTH LABORATORIES INC,DY0040,790223100976,Sea Minerals w/Silver & Sea Greens 32 oz,15.49,31.99
DYNAMIC HEALTH LABORATORIES INC,DY0041,790223100457,Simply Digestion 2000 Plus 16 oz,6.6,12.99
DYNAMIC HEALTH LABORATORIES INC,DY0042,790223100471,Sure Sight 8 oz,6.6,12.99
DYNAMIC HEALTH LABORATORIES INC,DY0086,790223200041,Tart Cherry Complete with CherryPURE-Anti-Inflammatory Formula 60 capsule,11.99,19.99
DYNAMIC HEALTH LABORATORIES INC,DY0044,790223100396,Vitamin C 1000 16 oz,7.31,14.99
DYNAMIC HEALTH LABORATORIES INC,DY0043,790223100402,Vitamin C 1000 8 oz,4.49,9.99
E-CLOTH,TX0013,899484002095,Bathroom Pack 1 set,8.99,14.99
E-CLOTH,TX0037,899484002545,Cleaning & Dusting Wand 1 ct,10.79,17.99
E-CLOTH,TX0027,899484002699,Cleaning Pad 1 ct,4.79,7.99
E-CLOTH,TX0016,899484002507,Deep Clean Mop 3 ct,23.99,39.99
E-CLOTH,TX0022,899484002484,Deap Clean Mop Head 1 ct,8.39,13.99
E-CLOTH,TX8002,899484002927,Cleaning Prepack 105 ct,306,0
E-CLOTH,TX8001,10899484002627,Glasses Cloth CDU 20 ct,35.8,0
E-CLOTH,TX8003,10899484002566,Personal Electronic Cleaning Cloth CDU 15 pc,35.91,4.99
E-CLOTH,TX0021,899484002491,Dust Mop Head 1 ct,8.39,13.99
E-CLOTH,TX0012,899484002071,Dusting Cloths 1 set,5.99,9.99
E-CLOTH,TX0032,899484002859,e-auto Car Cleaning Cloth 1 ct,4.79,7.99
E-CLOTH,TX0031,899484002842,e-auto Car Cleaning Kit 3 multi,11.99,19.99
E-CLOTH,TX0034,899484002873,e-auto Dry & Shine Cloth 1 ct,4.79,7.99
E-CLOTH,TX0035,899484002880,e-auto Dual Action Mitt 1 ct,5.99,9.99
E-CLOTH,TX0036,899484002897,e-auto Dual Action Sponge 1 ct,5.99,9.99
E-CLOTH,TX0033,899484002866,e-auto Glass & Chrome Cloth 1 ct,4.79,7.99
E-CLOTH,TX0024,899484002576,e-carcare Interior Car Cleaning Kit 4 multi,11.99,19.99
